LG	Marker	Position
1	Affx-86787415	2261728
1	Affx-86804478	2261817
1	Affx-86777756	2277011
1	Affx-86814387	2278480
1	Affx-86819685	2283740
1	Affx-86825068	2289137
1	Affx-86796413	2295224
1	Affx-86822377	2295903
1	Affx-86823872	2352753
1	Affx-86811681	2368604
1	Affx-86835802	2379043
1	Affx-86781162	2490123
1	Affx-86843005	2630496
1	Affx-86825091	2650143
1	Affx-86831140	2705882
1	Affx-86827480	2721532
1	Affx-86783806	2722147
1	Affx-86808522	2722827
1	Affx-86842415	2727884
1	Affx-86823541	2728495
1	Affx-86833640	2774358
1	Affx-86808985	2774404
1	Affx-86808983	2774764
1	Affx-86783452	2775150
1	Affx-86808987	2775201
1	Affx-86778730	2798500
1	Affx-86818628	2804405
1	Affx-86799016	2804465
1	Affx-86788642	2806457
1	Affx-86778235	2817539
1	Affx-86814025	2817786
1	Affx-86816864	2817997
1	Affx-86826028	2876507
1	Affx-86834623	2928390
1	Affx-86782912	2930336
1	Affx-86815068	2963043
1	Affx-86803843	2965447
1	Affx-86788118	2966151
1	Affx-86788102	2968235
1	Affx-86827004	2970775
1	Affx-86841924	2970861
1	Affx-86824349	2990110
1	Affx-86809576	2992772
1	Affx-86839176	2994652
1	Affx-86799937	2995766
1	Affx-86826614	3017708
1	Affx-86834018	3022531
1	Affx-86833424	3023786
1	Affx-86791326	3031874
1	Affx-86827620	3052476
1	Affx-86792827	3143697
1	Affx-86806042	3298990
1	Affx-86785842	3300720
1	Affx-86790899	3300873
1	Affx-86838912	3300929
1	Affx-86806048	3301334
1	Affx-86840903	3352551
1	Affx-86784866	3376731
1	Affx-86828936	3378088
1	Affx-86807136	3380764
1	Affx-86788487	3381839
1	Affx-86841191	3407988
1	Affx-86819569	3426945
1	Affx-86795657	3450473
1	Affx-86817128	3524956
1	Affx-86838828	3526215
1	Affx-86790660	3529825
1	Affx-86779204	3530415
1	Affx-86821571	3573088
1	Affx-86827343	3573416
1	Affx-86782327	3577211
1	Affx-86792192	3601065
1	Affx-86829436	3601711
1	Affx-86818126	3639127
1	Affx-86830054	3657635
1	Affx-86831879	3658972
1	Affx-86828480	3783506
1	Affx-86828538	3784132
1	Affx-86840143	3786262
1	Affx-86784318	3786813
1	Affx-86834101	3801524
1	Affx-86830650	3837865
1	Affx-86842844	3837905
1	Affx-86821419	3838093
1	Affx-86793978	3884456
1	Affx-86804118	3887343
1	Affx-86837224	3887413
1	Affx-86804120	3887505
1	Affx-86831159	3887746
1	Affx-86790272	3888403
1	Affx-86838865	3888646
1	Affx-86787818	3888765
1	Affx-86804116	3889268
1	Affx-86808265	3932624
1	Affx-86798646	3932979
1	Affx-86783985	3933969
1	Affx-86799688	3937616
1	Affx-86786020	3937985
1	Affx-86815472	3938832
1	Affx-86826940	3974144
1	Affx-86828688	4007859
1	Affx-86803274	4074018
1	Affx-86837708	4172458
1	Affx-86800388	4173686
1	Affx-86820023	4180940
1	Affx-86824095	4192216
1	Affx-86796517	4211243
1	Affx-86834222	4239302
1	Affx-86792443	4239493
1	Affx-86788509	4292142
1	Affx-86834371	4323042
1	Affx-86836011	4334562
1	Affx-86793817	4347017
1	Affx-86835714	4348635
1	Affx-86790592	4360287
1	Affx-86821796	4361330
1	Affx-86823621	4456661
1	Affx-86789038	4457529
1	Affx-86820507	4501175
1	Affx-86798007	4501496
1	Affx-86805972	4595922
1	Affx-86805970	4595976
1	Affx-86805967	4596042
1	Affx-86805964	4596175
1	Affx-86785904	4597358
1	Affx-86805979	4597463
1	Affx-86805977	4597657
1	Affx-86805975	4598051
1	Affx-86833972	4599144
1	Affx-86817703	4599224
1	Affx-86797319	4599422
1	Affx-86780155	4607256
1	Affx-86796769	4610688
1	Affx-86819182	4614111
1	Affx-86831229	4628519
1	Affx-86822028	4637324
1	Affx-86783863	4637534
1	Affx-86808451	4637773
1	Affx-86835861	4643420
1	Affx-86786099	4648463
1	Affx-86805779	4649520
1	Affx-86828446	4649926
1	Affx-86827574	4650603
1	Affx-86829257	4688408
1	Affx-86809219	4689031
1	Affx-86783290	4690835
1	Affx-86790418	4724021
1	Affx-86790549	4728935
1	Affx-86818684	4729025
1	Affx-86791155	4753711
1	Affx-86831742	4757871
1	Affx-86782287	4859802
1	Affx-86810725	4861157
1	Affx-86817195	4889260
1	Affx-86808531	4902100
1	Affx-86808529	4902660
1	Affx-86824852	4902849
1	Affx-86783802	4903248
1	Affx-86807111	4904992
1	Affx-86799906	4905206
1	Affx-86784884	4905326
1	Affx-86807109	4905395
1	Affx-86775608	4906900
1	Affx-86811013	4909899
1	Affx-86829654	4910115
1	Affx-86811011	4912893
1	Affx-86781978	4912953
1	Affx-86809913	4924589
1	Affx-86782829	4925959
1	Affx-86809915	4927508
1	Affx-86788135	4977964
1	Affx-86837103	4978193
1	Affx-86803825	4979054
1	Affx-86797421	4979222
1	Affx-86781196	4979511
1	Affx-86834703	5061736
1	Affx-86824502	5065430
1	Affx-86794215	5097592
1	Affx-86833529	5105789
1	Affx-86776411	5130108
1	Affx-86817124	5140899
1	Affx-86826515	5141386
1	Affx-86826768	5151139
1	Affx-86843037	5194991
1	Affx-86841105	5210669
1	Affx-86794818	5229194
1	Affx-86789855	5273077
1	Affx-86792151	5286538
1	Affx-86837227	5287561
1	Affx-86804126	5287841
1	Affx-86836269	5288394
1	Affx-86805166	5290291
1	Affx-86786732	5290907
1	Affx-86842024	5292014
1	Affx-86834047	5359032
1	Affx-86830689	5360060
1	Affx-86843570	5362008
1	Affx-86820020	5364771
1	Affx-86833137	5365648
1	Affx-86826972	5370796
1	Affx-86796161	5389956
1	Affx-86831803	5390751
1	Affx-86828542	5399322
1	Affx-86792377	5399413
1	Affx-86792147	5400402
1	Affx-86829500	5401676
1	Affx-86787370	5416569
1	Affx-86833896	5417619
1	Affx-86837411	5418068
1	Affx-86804535	5418698
1	Affx-86835665	5422344
1	Affx-86798088	5427919
1	Affx-86831259	5431455
1	Affx-86783926	5431777
1	Affx-86808350	5436647
1	Affx-86808087	5443252
1	Affx-86784117	5443375
1	Affx-86779842	5475188
1	Affx-86806962	5476415
1	Affx-86821579	5477531
1	Affx-86815379	5478239
1	Affx-86818470	5491973
1	Affx-86792901	5492447
1	Affx-86788396	5493386
1	Affx-86789970	5494532
1	Affx-86829047	5572216
1	Affx-86835584	5585040
1	Affx-86830663	5585494
1	Affx-86826039	5587963
1	Affx-86786184	5591153
1	Affx-86827426	5620235
1	Affx-86791975	5620502
1	Affx-86832081	5652441
1	Affx-86840779	5654957
1	Affx-86835781	5694439
1	Affx-86800228	5765878
1	Affx-86777644	5780199
1	Affx-86821412	5781189
1	Affx-86814478	5781717
1	Affx-86798080	5782004
1	Affx-86809851	5830346
1	Affx-86817198	5832590
1	Affx-86782861	5833332
1	Affx-86791124	5872942
1	Affx-86832838	5873135
1	Affx-86836722	5885772
1	Affx-86819628	5945866
1	Affx-86831974	5946418
1	Affx-86821540	5947420
1	Affx-86795428	5947456
1	Affx-86776118	5947762
1	Affx-86794722	5951345
1	Affx-86827767	5984306
1	Affx-86810720	5985947
1	Affx-86796144	5986971
1	Affx-86782296	5990722
1	Affx-86810722	5991165
1	Affx-86824314	5993170
1	Affx-86825928	6004641
1	Affx-86829907	6005083
1	Affx-86828225	6005726
1	Affx-86791496	6006105
1	Affx-86805986	6006371
1	Affx-86785884	6006602
1	Affx-86821378	6043131
1	Affx-86800416	6043922
1	Affx-86798819	6107066
1	Affx-86829768	6147324
1	Affx-86843797	6147699
1	Affx-86793485	6214561
1	Affx-86793756	6216868
1	Affx-86797013	6223372
1	Affx-86781779	6223772
1	Affx-86805728	6227304
1	Affx-86831923	6240341
1	Affx-86792371	6338914
1	Affx-86830391	6340712
1	Affx-86823279	6527578
1	Affx-86786952	6546163
1	Affx-86788915	6547851
1	Affx-86826882	6560975
1	Affx-86820811	6562041
1	Affx-86790681	6570347
1	Affx-86831768	6571382
1	Affx-86777573	6571926
1	Affx-86794381	6572871
1	Affx-86814538	6573219
1	Affx-86838074	6575302
1	Affx-86783215	6618934
1	Affx-86833128	6619039
1	Affx-86793120	6619410
1	Affx-86838254	6634077
1	Affx-86798316	6634485
1	Affx-86831613	6635440
1	Affx-86843071	6636132
1	Affx-86816880	6641903
1	Affx-86797170	6658122
1	Affx-86778166	6660977
1	Affx-86795169	6694299
1	Affx-86800423	6757318
1	Affx-86793686	6794211
1	Affx-86838806	6798290
1	Affx-86820706	6918021
1	Affx-86841103	6918433
1	Affx-86825274	6921556
1	Affx-86841316	6946471
1	Affx-86839101	6946771
1	Affx-86810106	6947082
1	Affx-86782685	6948333
1	Affx-86796528	6948411
1	Affx-86832782	6948956
1	Affx-86792174	6949279
1	Affx-86798861	6964955
1	Affx-86806319	6966375
1	Affx-86841014	6966501
1	Affx-86785577	6966549
1	Affx-86837698	6972375
1	Affx-86778655	6973137
1	Affx-86837702	6973407
1	Affx-86813713	6973716
1	Affx-86800401	6974208
1	Affx-86821195	6975206
1	Affx-86837700	6975517
1	Affx-86780566	6977863
1	Affx-86812159	6978310
1	Affx-86812105	6981162
1	Affx-86812103	6983065
1	Affx-86803954	7054639
1	Affx-86787981	7055108
1	Affx-86820008	7057670
1	Affx-86792895	7058094
1	Affx-86795774	7059326
1	Affx-86817507	7095727
1	Affx-86821088	7127464
1	Affx-86839814	7174740
1	Affx-86815351	7196018
1	Affx-86788923	7196867
1	Affx-86842354	7198050
1	Affx-86808829	7201379
1	Affx-86783578	7206292
1	Affx-86795478	7210505
1	Affx-86832564	7211017
1	Affx-86840677	7214343
1	Affx-86822570	7236418
1	Affx-86838582	7241711
1	Affx-86824374	7241994
1	Affx-86817100	7284514
1	Affx-86813936	7284917
1	Affx-86797050	7285274
1	Affx-86778346	7285450
1	Affx-86840582	7285843
1	Affx-86818322	7286970
1	Affx-86798032	7325853
1	Affx-86818019	7388485
1	Affx-86781887	7389995
1	Affx-86793512	7390945
1	Affx-86833631	7392034
1	Affx-86798862	7392212
1	Affx-86837953	7400278
1	Affx-86800109	7400519
1	Affx-86835208	7402649
1	Affx-86814837	7403389
1	Affx-86814840	7403916
1	Affx-86814852	7406086
1	Affx-86814856	7406411
1	Affx-86800318	7406617
1	Affx-86814858	7406707
1	Affx-86837770	7409532
1	Affx-86814849	7411874
1	Affx-86777248	7412207
1	Affx-86793184	7419110
1	Affx-86786406	7419593
1	Affx-86826448	7419818
1	Affx-86843695	7420333
1	Affx-86789034	7420821
1	Affx-86820002	7421171
1	Affx-86791696	7426657
1	Affx-86813964	7449134
1	Affx-86778312	7449876
1	Affx-86796203	7450116
1	Affx-86841708	7452363
1	Affx-86820131	7452518
1	Affx-86818353	7456154
1	Affx-86805888	7456607
1	Affx-86841555	7456724
1	Affx-86827473	7456829
1	Affx-86827793	7457433
1	Affx-86824645	7458710
1	Affx-86835536	7643559
1	Affx-86791660	7705485
1	Affx-86842602	7727494
1	Affx-86796692	7733641
1	Affx-86795362	7734510
1	Affx-86842581	7739637
1	Affx-86818683	7801952
1	Affx-86831522	7809205
1	Affx-86826127	7870018
1	Affx-86826799	7902304
1	Affx-86834771	7925171
1	Affx-86836353	7927346
1	Affx-86776717	7927780
1	Affx-86836014	7951186
1	Affx-86833674	8113413
1	Affx-86828973	8227031
1	Affx-86832647	8228935
1	Affx-86781998	8302453
1	Affx-86780879	8303883
1	Affx-86811907	8303925
1	Affx-86784781	8348577
1	Affx-86828689	8348621
1	Affx-86776332	8423149
1	Affx-86827386	8437521
1	Affx-86843906	8447291
1	Affx-86834016	8483812
1	Affx-86838604	8582775
1	Affx-86830449	8584320
1	Affx-86807257	8586266
1	Affx-86807255	8586305
1	Affx-86843446	8601040
1	Affx-86791744	8601290
1	Affx-86785969	8602618
1	Affx-86792400	8605108
1	Affx-86817029	8606534
1	Affx-86789503	8651123
1	Affx-86841727	8651177
1	Affx-86822921	8651335
1	Affx-86821727	8670992
1	Affx-86815143	8738433
1	Affx-86796847	8800541
1	Affx-86818987	8879634
1	Affx-86797199	8879962
1	Affx-86829728	8886029
1	Affx-86834999	8886319
1	Affx-86841972	8898784
1	Affx-86833563	8899075
1	Affx-86798812	8900849
1	Affx-86783831	8900912
1	Affx-86789009	8907650
1	Affx-86819197	8908857
1	Affx-86806299	8909834
1	Affx-86838313	8911078
1	Affx-86785591	8912452
1	Affx-86806494	8922469
1	Affx-86785412	8924471
1	Affx-86837004	8966471
1	Affx-86820203	8967900
1	Affx-86844046	8971537
1	Affx-86842834	8971627
1	Affx-86838545	8993956
1	Affx-86822698	8994466
1	Affx-86827582	8999256
1	Affx-86818812	9094567
1	Affx-86824012	9102283
1	Affx-86832043	9123406
1	Affx-86825534	9191798
1	Affx-86836389	9194813
1	Affx-86825411	9195811
1	Affx-86838305	9197982
1	Affx-86817093	9199639
1	Affx-86791947	9220495
1	Affx-86805291	9249548
1	Affx-86786598	9249613
1	Affx-86841887	9255877
1	Affx-86817138	9255984
1	Affx-86793580	9256983
1	Affx-86820179	9304340
1	Affx-86824050	9316210
1	Affx-86840546	9316292
1	Affx-86822691	9353065
1	Affx-86834925	9388443
1	Affx-86826007	9397099
1	Affx-86837562	9398726
1	Affx-86804883	9398858
1	Affx-86831392	9399474
1	Affx-86829409	9448950
1	Affx-86795528	9451126
1	Affx-86787003	9451351
1	Affx-86831487	9469670
1	Affx-86826589	9470745
1	Affx-86811350	9480562
1	Affx-86839325	9507028
1	Affx-86819108	9507431
1	Affx-86794704	9507952
1	Affx-86783634	9508201
1	Affx-86808752	9510364
1	Affx-86818530	9512983
1	Affx-86839785	9515325
1	Affx-86793432	9515388
1	Affx-86827579	9516205
1	Affx-86796175	9517082
1	Affx-86781906	9517521
1	Affx-86786984	9520374
1	Affx-86837571	9523424
1	Affx-86804907	9523463
1	Affx-86793082	9525561
1	Affx-86824535	9558117
1	Affx-86777438	9559827
1	Affx-86818361	9561132
1	Affx-86789673	9563013
1	Affx-86835704	9595433
1	Affx-86798867	9614481
1	Affx-86843586	9705845
1	Affx-86828670	9706054
1	Affx-86796500	9745428
1	Affx-86776536	9750588
1	Affx-86829024	9781865
1	Affx-86781740	9787314
1	Affx-86830613	9871850
1	Affx-86824912	9941708
1	Affx-86833360	9989995
1	Affx-86833833	9994684
1	Affx-86844031	10084256
1	Affx-86785397	10117763
1	Affx-86832995	10155268
1	Affx-86789066	10175352
1	Affx-86828458	10239145
1	Affx-86834033	10279777
1	Affx-86782057	10362463
1	Affx-86833323	10442304
1	Affx-86792730	10542223
1	Affx-86830619	10545512
1	Affx-86836356	10554471
1	Affx-86836966	10728143
1	Affx-86823538	10730005
1	Affx-86833432	10741102
1	Affx-86792887	10788058
1	Affx-86806511	10789772
1	Affx-86834954	10793758
1	Affx-86778419	10796870
1	Affx-86820128	10799285
1	Affx-86813882	10799340
1	Affx-86840509	10801240
1	Affx-86829215	10801292
1	Affx-86834620	10802519
1	Affx-86781008	10802708
1	Affx-86811826	10802767
1	Affx-86834775	10803222
1	Affx-86793737	10819747
1	Affx-86798444	10824544
1	Affx-86835062	10825403
1	Affx-86836096	10829683
1	Affx-86817613	10899421
1	Affx-86786773	11050248
1	Affx-86841118	11058785
1	Affx-86788263	11059478
1	Affx-86828358	11166617
1	Affx-86837057	11227752
1	Affx-86803710	11228243
1	Affx-86797530	11228279
1	Affx-86840181	11230945
1	Affx-86784039	11232005
1	Affx-86797907	11232071
1	Affx-86842326	11232167
1	Affx-86835245	11246452
1	Affx-86800220	11260786
1	Affx-86819579	11261338
1	Affx-86837855	11261648
1	Affx-86838302	11261719
1	Affx-86841393	11262439
1	Affx-86778757	11265394
1	Affx-86813644	11266892
1	Affx-86813642	11269099
1	Affx-86821960	11272359
1	Affx-86823564	11280711
1	Affx-86792437	11280908
1	Affx-86843114	11281386
1	Affx-86835761	11290240
1	Affx-86843374	11341293
1	Affx-86829550	11345223
1	Affx-86794249	11352223
1	Affx-86840304	11422199
1	Affx-86793533	11422333
1	Affx-86811328	11422541
1	Affx-86781610	11423231
1	Affx-86838609	11423927
1	Affx-86830336	11424873
1	Affx-86843089	11425859
1	Affx-86791165	11433798
1	Affx-86785838	11434498
1	Affx-86795131	11435190
1	Affx-86831790	11435399
1	Affx-86806047	11438669
1	Affx-86780568	11466173
1	Affx-86819191	11468151
1	Affx-86831151	11468286
1	Affx-86832404	11476605
1	Affx-86836899	11492791
1	Affx-86780122	11508254
1	Affx-86812523	11508334
1	Affx-86811608	11509571
1	Affx-86781256	11510380
1	Affx-86790102	11510594
1	Affx-86820753	11511048
1	Affx-86826452	11542592
1	Affx-86833914	11543017
1	Affx-86798781	11543209
1	Affx-86834464	11544846
1	Affx-86837032	11545444
1	Affx-86824600	11546095
1	Affx-86829037	11569983
1	Affx-86827114	11629847
1	Affx-86841955	11652249
1	Affx-86809965	11652728
1	Affx-86782790	11654511
1	Affx-86794674	11655932
1	Affx-86837133	11705369
1	Affx-86788042	11712579
1	Affx-86795967	11715811
1	Affx-86785993	11718387
1	Affx-86827873	11719684
1	Affx-86805872	11720604
1	Affx-86799643	11720677
1	Affx-86832535	11721963
1	Affx-86817330	11748037
1	Affx-86837127	11910017
1	Affx-86803901	11911498
1	Affx-86788050	11912530
1	Affx-86831018	11928463
1	Affx-86833791	11977065
1	Affx-86826662	11978705
1	Affx-86810080	11989154
1	Affx-86810079	11991285
1	Affx-86782710	11993230
1	Affx-86819720	11993834
1	Affx-86797393	11993895
1	Affx-86798990	12014086
1	Affx-86822732	12014701
1	Affx-86823056	12033450
1	Affx-86788943	12117296
1	Affx-86830998	12117605
1	Affx-86826179	12117634
1	Affx-86822973	12137255
1	Affx-86817493	12263556
1	Affx-86815229	12272598
1	Affx-86787475	12273366
1	Affx-86833957	12405861
1	Affx-86840021	12468514
1	Affx-86794765	12468805
1	Affx-86783871	12528300
1	Affx-86786769	12560861
1	Affx-86794289	12581398
1	Affx-86843264	12583131
1	Affx-86841808	12589335
1	Affx-86815537	12589898
1	Affx-86806188	12690532
1	Affx-86785687	12691850
1	Affx-86775243	12693983
1	Affx-86825530	12729464
1	Affx-86840826	12729887
1	Affx-86832857	12875305
1	Affx-86789506	12875910
1	Affx-86829331	13030699
1	Affx-86833382	13081684
1	Affx-86787893	13188418
1	Affx-86784328	13225439
1	Affx-86814625	13228820
1	Affx-86777464	13228916
1	Affx-86807022	13250647
1	Affx-86835887	13254479
1	Affx-86795484	13254628
1	Affx-86839711	13255072
1	Affx-86784952	13255879
1	Affx-86799669	13256071
1	Affx-86824046	13277223
1	Affx-86822821	13300992
1	Affx-86820316	13305866
1	Affx-86782198	13306624
1	Affx-86835460	13360953
1	Affx-86789852	13454148
1	Affx-86829567	13461425
1	Affx-86823688	13508139
1	Affx-86833857	13542602
1	Affx-86826853	13593807
1	Affx-86820638	13595885
1	Affx-86792485	13616924
1	Affx-86828613	13619425
1	Affx-86822687	13619559
1	Affx-86797442	13656292
1	Affx-86809719	13657252
1	Affx-86782960	13657813
1	Affx-86798921	13726215
1	Affx-86828459	13726962
1	Affx-86799140	13749298
1	Affx-86783544	13770369
1	Affx-86808865	13770641
1	Affx-86825569	13770869
1	Affx-86786751	13775074
1	Affx-86805141	13776120
1	Affx-86824549	13776145
1	Affx-86781737	13852576
1	Affx-86801332	13852745
1	Affx-86801334	13852781
1	Affx-86801341	13852865
1	Affx-86801345	13852982
1	Affx-86801346	13853135
1	Affx-86801347	13853183
1	Affx-86801348	13853291
1	Affx-86801349	13853360
1	Affx-86801350	13853433
1	Affx-86820350	13855532
1	Affx-86801330	13857195
1	Affx-86801331	13857410
1	Affx-86801333	13858176
1	Affx-86793831	13858468
1	Affx-86801335	13859972
1	Affx-86801336	13861161
1	Affx-86801337	13861491
1	Affx-86801338	13861581
1	Affx-86801339	13861834
1	Affx-86801340	13862087
1	Affx-86801342	13862232
1	Affx-86801343	13862423
1	Affx-86801344	13862528
1	Affx-86782958	13865488
1	Affx-86806605	13932142
1	Affx-86785302	13932340
1	Affx-86838876	13932385
1	Affx-86790343	13935049
1	Affx-86778636	13939602
1	Affx-86787137	13977876
1	Affx-86833545	13978316
1	Affx-86826527	13986707
1	Affx-86828155	13988806
1	Affx-86827338	14020210
1	Affx-86823346	14057339
1	Affx-86788716	14063719
1	Affx-86790336	14088413
1	Affx-86826672	14092116
1	Affx-86832507	14135000
1	Affx-86842683	14373628
1	Affx-86831234	14373808
1	Affx-86841197	14374032
1	Affx-86835542	14388147
1	Affx-86812859	14400443
1	Affx-86826806	14442691
1	Affx-86819221	14470148
1	Affx-86825223	14470987
1	Affx-86787644	14471277
1	Affx-86804294	14472272
1	Affx-86832825	14473500
1	Affx-86779953	14473670
1	Affx-86818002	14474734
1	Affx-86843216	14475065
1	Affx-86831724	14484731
1	Affx-86780349	14485082
1	Affx-86841706	14485181
1	Affx-86789971	14485325
1	Affx-86812335	14485621
1	Affx-86831095	14787628
1	Affx-86841312	14787915
1	Affx-86828187	14853207
1	Affx-86810008	14905108
1	Affx-86810010	14906062
1	Affx-86842162	14906933
1	Affx-86810012	14907964
1	Affx-86810014	14913377
1	Affx-86799372	14913491
1	Affx-86782768	14917713
1	Affx-86809999	14919288
1	Affx-86810005	14920728
1	Affx-86799859	14966965
1	Affx-86786434	14967017
1	Affx-86804760	14968500
1	Affx-86830769	14969816
1	Affx-86820230	14972681
1	Affx-86817515	14995823
1	Affx-86787115	15025042
1	Affx-86795914	15039515
1	Affx-86830961	15041125
1	Affx-86789115	15045004
1	Affx-86842876	15045815
1	Affx-86837402	15045895
1	Affx-86787387	15046103
1	Affx-86804522	15046495
1	Affx-86818544	15049003
1	Affx-86823289	15049515
1	Affx-86831000	15049790
1	Affx-86794364	15050338
1	Affx-86833322	15054100
1	Affx-86842787	15058012
1	Affx-86795915	15061136
1	Affx-86819963	15061371
1	Affx-86823046	15062804
1	Affx-86793916	15073348
1	Affx-86831529	15082765
1	Affx-86799790	15087175
1	Affx-86840558	15087452
1	Affx-86819284	15090421
1	Affx-86821527	15110749
1	Affx-86802056	15165855
1	Affx-86802068	15166243
1	Affx-86802069	15167532
1	Affx-86802070	15167722
1	Affx-86802071	15167759
1	Affx-86802057	15168909
1	Affx-86802058	15169218
1	Affx-86802059	15169373
1	Affx-86802060	15169464
1	Affx-86832686	15169905
1	Affx-86802061	15170261
1	Affx-86802062	15170421
1	Affx-86802063	15170735
1	Affx-86802064	15170771
1	Affx-86802065	15171055
1	Affx-86789999	15200714
1	Affx-86816066	15323371
1	Affx-86825962	15364901
1	Affx-86829312	15410898
1	Affx-86832530	15484987
1	Affx-86832664	15499865
1	Affx-86789416	15501556
1	Affx-86841625	15508453
1	Affx-86794902	15508568
1	Affx-86782959	15509316
1	Affx-86809720	15509959
1	Affx-86780604	15586897
1	Affx-86778511	15592842
1	Affx-86777762	15593628
1	Affx-86821874	15596958
1	Affx-86788044	15618741
1	Affx-86831199	15698859
1	Affx-86823821	15805306
1	Affx-86838311	15808676
1	Affx-86793845	15809664
1	Affx-86812902	15813316
1	Affx-86820832	15813545
1	Affx-86779672	15813588
1	Affx-86826347	15861486
1	Affx-86822869	15944436
1	Affx-86828944	15945351
1	Affx-86800385	15988768
1	Affx-86817706	15989018
1	Affx-86829996	16013325
1	Affx-86826215	16014146
1	Affx-86841841	16014237
